k,X,Y,class
2632,6895,4950,8
2633,3586,3041,7
2634,2418,3882,1
2635,5098,1840,1
2636,5940,8545,4
2637,3998,2561,3
2638,3458,7114,2
2639,6143,6988,2
2640,4753,1721,7
2641,6071,5670,0
2642,6817,1237,0
2643,3875,8790,6
2644,7445,4709,1
2645,6753,3033,9
2646,6900,6866,2
2647,6628,8544,2
2648,9108,9256,5
2649,4013,8790,6
2650,2914,9750,0
2651,5308,3396,4
2652,7644,1474,2
2653,2688,1726,0
2654,8003,7582,8
2655,6287,9622,2
2656,3656,3400,1
2657,7661,8661,5
2658,2841,7954,3
2659,5440,1000,1
2660,2638,9512,0
2661,5027,1001,1
2662,5866,6509,0
2663,2839,7235,2
2664,3308,1844,7
2665,7654,5547,1
2666,3105,3402,2
2667,8815,1831,0
2668,3939,6753,3
2669,2757,1845,4
2670,3310,2563,3
2671,8419,8779,5
2672,6621,5669,6
2673,4409,1602,7
2674,5511,2078,2
2675,7988,1354,6
2676,3450,3760,0
2677,3521,4598,0
2678,6200,2077,6
2679,2213,4482,6
2680,5517,4474,0
2681,8074,8660,5
2682,5585,4114,0
2683,5932,5431,0
2684,2489,4721,6
2685,4977,8787,1
2686,9451,8657,0
2687,4359,9388,0
2688,8619,6023,8
2689,6344,4951,0
2690,6971,7944,8
2691,7383,7464,2
2692,4897,4356,6
2693,6217,9263,2
2694,6701,10101,0
2695,2416,3164,0
2696,7589,7343,2
2697,1738,7477,4
2698,1742,8915,4
2699,6957,2194,1
2700,8471,1951,6
2701,2500,9272,5
2702,4286,7831,2
2703,6484,5669,6
2704,9230,2548,6
2705,3797,4837,5
2706,6615,3034,9
2707,5801,8066,3
2708,5591,6510,8
2709,7855,3270,6
2710,4410,2320,1
2711,6555,6508,0
2712,2215,5440,5
2713,7662,8900,0
2714,4773,9866,2
2715,4212,5795,4
2716,8556,8778,2
2717,7519,6984,2
2718,5870,8186,2
2719,5529,9505,1
2720,8958,3986,4
2721,6822,3393,1
2722,6266,998,1
2723,7320,9740,4
2724,4352,6513,0
2725,4015,9748,7
2726,9179,9855,5
2727,6682,2435,7
2728,9306,5543,2
2729,9032,6262,2
2730,7374,3870,0
2731,3860,2322,8
2732,8477,4586,4
2733,8406,3509,6
2734,8681,3508,6
2735,1806,6878,3
2736,6422,8664,2
2737,7585,5667,1
2738,9166,4824,1
2739,6491,8783,0
2740,4765,6512,0
2741,3040,4959,2
2742,6622,5908,0
2743,7302,2553,9
2744,5180,7230,3
2745,3187,8792,7
2746,8000,6624,3
2747,5246,6391,2
2748,7110,8423,4
2749,7921,2432,9
2750,4077,6753,2
2751,5582,2677,3
2752,5046,8907,8
2753,6202,3035,9
2754,3662,6035,7
2755,7172,5668,0
2756,4351,6273,0
2757,7715,2312,9
2758,7456,9260,4
2759,4283,6393,0
2760,8204,5306,7
2761,3583,1604,7
2762,4476,1003,7
2763,4065,1722,7
2764,5170,3397,4
2765,7035,5907,0
2766,5875,10103,5
2767,4899,5074,5
2768,6908,10220,4
2769,9308,6501,2
2770,6890,2794,9
2771,3319,6396,8
2772,5731,7707,2
2773,3999,3040,7
2774,3941,7472,5
2775,2701,6996,2
2776,2018,9154,5
2777,6060,1119,1
2778,2698,5798,5
2779,7663,9380,2
2780,4566,9507,3
2781,4003,4477,6
2782,4148,7831,2
2783,7645,1953,4
2784,6761,6387,0
2785,8546,4706,4
2786,3524,6036,1
2787,6686,4112,0
2788,6558,7945,1
2789,4133,1602,7
2790,4220,9148,3
2791,8057,1473,6
2792,6557,7466,2
2793,9366,2069,0
2794,7033,4949,0
2795,3581,1125,4
2796,6484,5909,0
2797,7037,6866,2
2798,6351,7586,3
2799,8963,6142,3
2800,6215,8305,3
2801,9305,5303,8
2802,2144,4602,0
2803,3592,5437,5
2804,5935,6629,3
2805,3582,1364,1
2806,3995,1363,7
2807,4833,6152,0
2808,6474,1836,3
2809,6492,9023,8
2810,8890,4585,0
2811,2289,7476,2
2812,8691,7341,1
2813,9233,3746,1
2814,5178,6750,2
2815,8420,9497,5
2816,5304,1719,0
2817,7162,1356,2
2818,2555,3643,8
2819,7093,1475,1
2820,3659,4838,1
2821,5460,9385,1
2822,8547,4946,4
2823,3100,1485,1
2824,4963,3038,0
2825,4221,9388,0
2826,3188,9271,1
2827,4969,5433,5
2828,8828,7340,3
2829,9176,8657,5
2830,8894,6262,2
2831,8753,4825,4
2832,7451,7104,2
2833,3788,1004,4
2834,4825,2799,2
2835,5530,9984,6
2836,4075,6034,5
2837,6694,7226,2
2838,4621,3877,0
2839,2363,9752,5
2840,7923,2911,9
2841,7377,4829,1
2842,4762,5314,6
2843,5662,7588,2
2844,5667,9504,1
2845,4549,2799,2
2846,9436,2428,5
2847,5729,6749,2
2848,8831,8299,5
2849,3179,5677,5
2850,4690,3997,0
2851,7731,9260,5
2852,6277,5790,0
2853,5311,4594,0
2854,4201,1003,7
2855,6829,6028,0
2856,3516,2442,1
2857,5799,7108,2
2858,7592,8541,6
2859,5386,7349,8
2860,3945,8909,0
2861,3803,7472,3
2862,9444,5782,1
2863,4479,2201,1
2864,4701,8548,3
2865,7375,4350,1
2866,6403,998,8
2867,4772,9626,1
2868,3312,3760,0
2869,8403,2311,6
2870,6425,9862,8
2871,4015,9508,7
2872,3725,3520,3
2873,2419,4362,2
2874,3875,8550,8
2875,5461,9864,3
2876,6139,5550,0
2877,3046,7594,2
2878,4685,2080,1
2879,8272,4946,4
2880,8624,8179,5
2881,3314,4240,0
2882,3657,3879,6
2883,8684,4466,4
2884,4695,6153,0
2885,3174,3282,1
2886,3789,1484,7
2887,2628,5199,4
2888,9161,2668,0
2889,3049,8792,7
2890,4068,2920,7
2891,6204,3993,1
2892,4699,7830,3
2893,6146,8425,1
2894,8000,6384,1
2895,7866,7822,4
2896,2558,5080,5
2897,7988,1593,0
2898,4076,6514,8
2899,3528,7473,3
2900,2983,9630,1
2901,7865,7343,8
2902,7579,3031,9
2903,5721,3395,0
2904,6630,9262,6
2905,3940,6993,2
2906,7031,4231,3
2907,4550,3039,2
2908,8744,992,5
2909,7719,3989,7
2910,2983,9870,0
2911,8349,8420,6
2912,3515,2203,7
2913,8756,6023,8
2914,8542,3029,6
2915,6886,1117,4
2916,4694,5913,5
2917,4958,1121,7
2918,7800,9140,5
2919,3177,4719,1
2920,4407,1123,7
2921,6424,9622,2
2922,9371,3985,8
2923,7594,9499,4
2924,7178,8063,1
2925,5451,5792,6
2926,2286,6278,6
2927,5107,5673,5
2928,5526,8067,3
2929,7039,7584,1
2930,4834,6871,2
2931,5787,2317,4
2932,3807,9149,2
2933,7731,9020,5
2934,7996,4947,7
2935,5798,6629,3
2936,3663,6275,0
2937,5250,8068,2
2938,6074,7108,2
2939,5594,7947,2
2940,5169,2918,3
2941,4769,8189,2
2942,3325,8791,7
2943,2832,4361,2
2944,3320,6875,1
2945,4967,4715,8
2946,5040,6511,1
2947,5866,6270,4
2948,4004,5196,4
2949,3729,5197,5
2950,4832,5913,6
2951,5314,5792,6
2952,3666,7712,3
2953,5387,7588,5
2954,8479,5066,4
2955,4566,9746,1
2956,9106,8298,5
2957,2226,9752,5
2958,2981,9151,1
2959,6355,9263,2
2960,9244,8537,5
2961,7029,3512,1
2962,7388,9620,4
2963,4219,8430,0
2964,3587,3520,1
2965,6905,9262,0
2966,3524,5796,5
2967,7181,9500,6
2968,4561,7830,2
2969,3806,8670,6
2970,2421,5320,5
2971,7250,9620,4
2972,6891,3512,1
2973,8968,8059,5
2974,4493,7950,2
2975,4355,7711,2
2976,1740,8196,7
2977,8337,3628,6
2978,4843,10225,1
2979,3041,5198,8
2980,7309,5428,1
2981,7927,4588,8
2982,2631,6637,3
2983,6749,1596,6
2984,6894,4710,4
2985,2008,5321,6
2986,8211,8420,3
2987,6544,2196,9
2988,6353,8544,1
2989,7514,4828,8
2990,8480,5545,1
2991,2294,9393,0
2992,3112,6276,0
2993,4962,2559,1
2994,5805,9743,6
2995,7934,7462,1
2996,5104,4475,0
2997,4972,6871,2
2998,6269,2196,5
2999,8004,8061,5
3000,4014,9269,3
3001,2696,4840,3
3002,3106,3641,1
3003,7733,9739,4
3004,8075,8899,5
3005,7449,6146,4
3006,7170,4949,4
3007,8826,6382,2
3008,6625,7346,2
3009,6002,5551,0
3010,5242,4474,0
3011,4835,7111,3
3012,4631,8189,2
3013,9297,1949,0
3014,5317,6990,3
3015,2010,6039,0
3016,7300,1595,1
3017,9247,9735,5
3018,6150,10102,5
3019,7167,3751,0
3020,2083,7596,3
3021,2223,8794,4
3022,8143,8779,5
3023,7928,5306,1
3024,5033,3637,0
3025,2901,4480,2
3026,8203,4827,4
3027,6765,8304,3
3028,3590,4478,0
3029,7241,5787,4
3030,5457,8187,3
3031,5932,5191,5
3032,5598,9624,1
3033,2761,3522,1
3034,4287,8310,0
3035,6357,10221,5
3036,4633,8908,1
3037,4969,5673,5
3038,3050,9271,1
3039,7932,6744,3
3040,3662,5796,5
3041,3809,9628,7
3042,8406,3748,6
3043,9309,6980,2
3044,4133,1363,7
3045,4898,4835,5
3046,7024,1356,6
3047,2623,3523,0
3048,6958,2434,9
3049,5237,2558,1
3050,4344,3399,1
3051,4000,3519,1
3052,5454,6989,2
3053,3793,3160,7
3054,6008,8186,2
3055,2554,3403,0
3056,4495,8669,4
3057,8343,5785,2
3058,1805,6639,5
3059,2697,5319,4
3060,2156,9632,5
3061,3599,8551,1
3062,3254,8192,3
3063,3877,9509,7
3064,8066,5306,1
3065,8680,3029,6
3066,5580,1958,6
3067,5716,1479,4
3068,7852,2073,4
3069,8200,3868,6
3070,8129,3030,6
3071,1876,7477,0
3072,6764,7585,2
3073,4894,3158,1
3074,2497,8314,4
3075,7114,10100,4
3076,4975,8068,3
3077,5391,9265,3
3078,5031,2678,2
3079,7374,3631,6
3080,4689,3757,0
3081,2970,4600,2
3082,5452,6031,0
3083,2145,5081,0
3084,2763,4480,2
3085,6956,1715,2
3086,9027,4106,4
3087,7522,7943,3
3088,3720,1603,7
3089,5516,3995,6
3090,3514,1724,7
3091,5034,4116,6
3092,2755,1127,4
3093,3383,4599,1
3094,5175,5313,5
3095,5311,4834,5
3096,5313,5313,5
3097,8549,5904,3
3098,4358,8908,3
3099,1809,8316,1
3100,7648,3391,6
3101,6963,4590,4
3102,4424,7830,2
3103,7929,5546,4
3104,2496,7835,3
3105,6413,5071,6
3106,5247,6870,3
3107,7245,7464,2
3108,5235,1600,1
3109,3526,6754,1
3110,5725,5072,5
3111,9374,5183,1
3112,9108,9017,5
3113,5307,3157,0
3114,6683,2914,9
3115,4483,3877,3
3116,5447,3875,6
3117,5793,4713,6
3118,1668,6879,5
3119,2982,9391,1
3120,6699,9142,6
3121,6146,8185,3
3122,3321,7354,2
3123,3722,2322,1
3124,4355,7950,2
3125,2424,6278,8
3126,4827,3996,0
3127,5177,6032,0
3128,3458,6874,1
3129,2904,5678,5
3130,8413,6623,2
3131,5527,8546,6
3132,7867,8301,3
3133,4697,7111,3
3134,4699,7590,2
3135,6761,6627,3
3136,4623,4835,5
3137,2694,4361,3
3138,5384,6391,8
3139,7651,4588,7
3140,3252,7234,2
3141,4692,4955,5
3142,4414,3758,3
3143,5588,5552,5
3144,7853,2552,9
3145,3651,1484,7
3146,4338,1003,7
3147,7716,2792,9
3148,8615,4586,1
3149,6769,9741,6
3150,6280,6748,2
3151,7320,9979,0
3152,6344,4711,0
3153,4150,8310,1
3154,8556,8539,5
3155,6838,9861,0
3156,2417,3643,0
3157,7438,1834,8
3158,6274,4352,1
3159,4209,4597,5
3160,3658,4119,6
3161,4627,6512,0
3162,3805,7952,3
3163,6473,1357,1
3164,2968,3642,1
3165,5596,8666,3
3166,3311,3042,1
3167,6132,2436,0
3168,7525,9140,5
3169,7112,9381,6
3170,3322,7833,3
3171,7097,3152,9
3172,8883,1711,0
3173,8135,5186,7
3174,8897,7460,3
3175,7593,9020,4
3176,4075,5795,5
3177,6767,9022,6
3178,4976,8548,3
3179,3796,4598,0
3180,5942,9264,3
3181,4976,8308,3
3182,6757,4710,4
3183,6140,5790,0
3184,9164,3866,1
3185,9310,7220,5
3186,5185,9625,1
3187,5242,4714,5
3188,5664,8306,5
3189,3101,1725,7
3190,6543,1956,6
3191,3741,9988,1
3192,5447,4115,0
3193,9375,5662,1
3194,6473,1118,1
3195,8684,4706,1
3196,4622,4596,0
3197,6067,4233,1
3198,3660,5077,5
3199,3790,1963,1
3200,6479,3753,3
3201,9234,4465,0
3202,6829,6267,6
3203,9165,4345,2
3204,3100,1246,4
3205,9245,8777,6
3206,2565,7955,3
3207,3178,4959,1
3208,7235,3152,9
3209,2627,4960,8
3210,8886,2669,6
3211,9097,4705,8
3212,3808,9389,1
3213,4202,1722,7
3214,5720,3156,6
3215,6548,3633,8
3216,4965,3996,6
3217,3522,4838,5
3218,6420,7706,0
3219,7102,5069,4
3220,8140,7342,3
3221,6899,6626,1
3222,5730,6989,2
3223,8748,2669,6
3224,8064,4348,3
3225,6955,1236,0
3226,7937,8900,5
3227,4973,7110,3
3228,2417,3403,6
3229,8208,7222,0
3230,7444,4469,7
3231,7112,9141,6
3232,6144,7706,0
3233,4494,8429,0
3234,7105,6506,4
3235,4144,5914,4
3236,2769,6637,2
3237,6553,5789,0
3238,3520,4119,0
3239,2695,4600,3
3240,7370,2193,9
3241,6632,10220,0
3242,7508,2433,9
3243,3386,5557,5
3244,8610,2430,0
3245,7863,6864,2
3246,6064,2796,0
3247,6079,9264,1
3248,7659,7703,4
3249,5586,4593,0
3250,4416,4476,8
3251,8138,6384,1
3252,3529,7952,8
3253,4980,9985,1
3254,3396,9629,4
3255,5106,5433,5
3256,3873,7832,2
3257,1463,7718,5
3258,4616,1961,1
3259,6013,10102,2
3260,6486,6627,0
3261,6831,6986,2
3262,8969,8538,5
3263,3448,2802,1
3264,3859,2082,1
3265,8815,2070,4
3266,3870,6394,1
3267,7249,8901,0
3268,5514,3276,0
3269,7664,9859,4
3270,3315,4719,8
3271,7442,3271,9
3272,6354,8784,2
3273,5655,4473,0
3274,8751,3867,0
3275,6836,9142,6
3276,6412,4352,1
3277,4137,3040,7
3278,7306,3990,4
3279,6543,1716,3
3280,3246,4599,1
3281,6757,4950,0
3282,2906,6397,3
3283,6413,4831,0
3284,1673,9035,4
3285,8552,6862,3
3286,2219,6877,2
3287,6611,1357,1
3288,7935,7942,1
3289,8822,4705,0
3290,6214,8065,3
3291,2353,5679,5
3292,4477,1242,7
3293,7379,5787,4
3294,5167,2199,4
3295,2909,7834,3
3296,7508,2193,8
3297,8817,2789,5
3298,7851,1593,1
3299,6618,4232,3
3300,8611,2909,6
3301,5184,9146,3
3302,5168,2438,4
3303,6887,1596,6
3304,3942,7712,3
3305,2625,4241,5
3306,4069,3639,1
3307,7038,7345,2
3308,2905,6157,3
3309,5042,7230,3
3310,5580,2198,0
3311,4492,7471,2
3312,3446,2083,7
3313,7801,9379,2
3314,2075,4243,5
3315,3047,7834,3
3316,7713,1594,8
3317,8623,7700,3
3318,5929,4233,1
3319,3328,9989,0
3320,3388,6515,1
3321,4276,3758,3
3322,5867,6749,2
3323,8133,4467,0
3324,8068,6264,2
3325,4068,3160,7
3326,7182,9740,0
3327,5722,3635,8
3328,7799,8661,5
3329,3654,2682,1
3330,2354,5919,6
3331,7457,9500,4
3332,7313,6865,0
3333,6685,3393,9
3334,7729,8301,6
3335,6832,7465,2
3336,7784,2432,9
3337,9101,6382,2
3338,9034,7220,6
3339,2897,2564,3
3340,4895,3397,0
3341,4288,8789,3
3342,3863,3520,1
3343,7863,6624,3
3344,7108,7704,1
3345,7790,5067,7
3346,9035,7460,5
3347,9442,5063,3
3348,7038,7105,3
3349,8142,8300,5
3350,6760,5908,0
3351,2897,2803,1
3352,8067,5785,1
3353,3799,5796,8
3354,4341,2201,8
3355,2894,1366,4
3356,9159,1710,0
3357,6826,4830,4
3358,4546,1362,7
3359,3734,7113,3
3360,4412,2800,2
3361,7580,3511,6
3362,3313,4000,0
3363,7725,6385,1
3364,8756,5784,3
3365,8137,6144,2
3366,4889,1002,7
3367,7927,4827,1
3368,6208,5670,2
3369,5862,4832,5
3370,9312,8178,4
3371,8688,6383,4
3372,6000,4832,0
3373,5941,8785,0
3374,5790,3515,2
3375,2708,9871,0
3376,8065,5067,1
3377,9172,6980,2
3378,9305,5064,8
3379,1604,8915,4
3380,6750,1836,1
3381,6338,2316,6
3382,7033,5189,0
3383,3807,8910,6
3384,6973,8902,6
3385,9162,2908,4
3386,4771,8907,1
3387,8826,6622,3
3388,8336,2910,5
3389,1945,7597,0
3390,8272,5186,7
3391,5666,9265,3
3392,5597,8905,3
3393,7989,1833,4
3394,3375,1005,4
3395,4554,4955,0
3396,2837,6277,3
3397,7860,5426,1
3398,6004,6509,3
3399,5032,3157,4
3400,7586,5906,4
3401,5648,1838,0
3402,7785,2911,9
3403,3996,1603,7
3404,3938,6035,6
3405,5800,7587,3
3406,7166,3272,4
3407,5319,7948,3
3408,4909,9386,3
3409,3857,1124,4
3410,5247,6630,8
3411,4145,6394,1
3412,7101,4590,2
3413,9033,6741,2
3414,4286,7591,5
3415,2144,4362,5
3416,4840,9267,3
3417,2974,6037,5
3418,8683,4227,4
3419,5035,4355,0
3420,8198,2910,5
3421,7664,9619,4
3422,4760,4356,6
3423,9166,4585,3
3424,8954,2549,0
3425,1874,6758,2
3426,4770,8668,1
3427,4141,4717,0
3428,4352,6752,3
3429,3661,5556,5
3430,3655,2921,1
3431,4705,10225,1
3432,5392,9505,1
3433,7522,8182,6
3434,7594,9260,5
3435,5448,4594,0
3436,7523,8422,4
3437,8473,2670,6
3438,8197,2431,9
3439,5855,1718,2
3440,2836,6037,4
3441,4487,5554,6
3442,2561,6038,5
3443,2423,6038,3
3444,6410,3873,2
3445,2706,9152,6
3446,7517,5787,4
3447,7171,5188,4
3448,5927,3275,0
3449,3945,9149,8
3450,6894,4470,0
3451,2630,6158,1
3452,4905,7470,2
3453,6547,3393,9
3454,6212,7107,2
3455,7919,1473,6
3456,7304,3511,4
3457,6700,9621,6
3458,6485,6388,8
3459,9511,4943,3
3460,3668,8431,2
3461,5663,7827,2
3462,5942,9503,6
3463,8553,7581,4
3464,2691,2924,4
3465,6134,3394,4
3466,6969,7225,2
3467,2217,6398,3
3468,4489,6513,0
3469,3530,8192,0
3470,4078,6993,2
3471,9229,2309,0
3472,8334,2431,5
3473,5931,4712,6
3474,4140,4238,0
3475,6561,9143,6
3476,6135,3634,0
3477,5030,2439,4
3478,6197,1118,7
3479,7780,995,6
3480,5856,2437,4
3481,4282,6154,0
3482,8282,9019,5
3483,2770,7355,2
3484,2483,2325,4
3485,6553,6028,0
3486,7520,7224,2
3487,5097,1600,1
3488,2640,10230,5
3489,7862,6385,3
3490,5525,7828,2
3491,6285,8904,2
3492,6147,8665,0
3493,4138,3519,1
3494,5864,5551,0
3495,3117,8432,1
3496,5871,8426,0
3497,2482,2086,4
3498,8338,3868,6
3499,3730,5676,5
3500,4480,2680,2
3501,5996,3395,4
3502,8682,3747,6
3503,2556,4122,8
3504,6835,8423,1
3505,2619,1846,4
3506,6345,5430,2
3507,4359,9627,1
3508,5992,1718,1
3509,4140,4477,5
3510,4567,10226,1
3511,6693,6986,3
3512,7236,3631,3
3513,5184,8906,8
3514,8622,7461,4
3515,8126,1593,6
3516,5315,6271,1
3517,5520,5672,5
3518,2152,7716,0
3519,6549,4352,3
3520,2081,6878,2
3521,3933,4118,0
3522,4561,7590,2
3523,5110,7110,3
3524,4272,1842,1
3525,8212,8660,2
3526,6972,8183,1
3527,2148,6039,0
3528,9299,2907,0
3529,4826,3278,8
3530,3175,3761,0
3531,8059,2431,9
3532,8757,6502,2
3533,6339,2795,9
3534,6271,3154,9
3535,7450,6625,0
3536,5597,9145,3
3537,6751,2554,9
3538,7181,9261,0
3539,9022,2189,4
3540,8351,9138,5
3541,6011,9623,6
3542,3051,9511,2
3543,2079,5920,0
3544,8207,6743,1
3545,5993,1957,6
3546,5373,1839,0
3547,6419,7227,2
3548,3878,9748,7
3549,8607,1232,5
3550,3317,5437,8
3551,2418,4122,2
3552,4911,9865,1
3553,9165,4106,1
3554,6418,6987,2
3555,5102,3756,0
3556,7577,2313,9
3557,9026,3866,1
3558,3444,1365,1
3559,2284,5320,5
3560,1811,9034,4
3561,7591,8062,0
3562,5313,5552,5
3563,7092,996,0
3564,7802,10098,0
3565,4271,1602,7
3566,9177,9376,5
3567,6906,9501,0
3568,9037,8418,5
3569,7239,5069,4
3570,3591,5197,5
3571,6756,4471,4
3572,8885,2190,4
3573,4754,2200,3
3574,7724,6145,1
3575,8334,2191,5
3576,8819,3508,5
3577,8281,8779,5
3578,5236,2318,4
3579,4841,9746,1
3580,2557,4601,2
3581,3384,5078,1
3582,5943,9983,5
3583,2360,8314,1
3584,4961,2319,4
3585,6341,3514,9
3586,5663,8067,8
3587,7230,996,6
3588,8002,7342,8
3589,2559,5319,4
3590,5165,1241,1
3591,7307,4469,2
3592,5390,8786,0
3593,4701,8788,7
3594,3795,3879,0
3595,2764,4720,5
3596,7242,6266,4
3597,4349,5315,4
3598,5873,9384,3
3599,5523,6869,2
3600,4279,4956,4
3601,9571,1230,5
3602,6961,3871,6
3603,6613,2076,0
3604,5170,3157,0
3605,9240,6860,2
3606,3171,2084,7
3607,2143,4123,5
3608,7858,4708,8
3609,4704,9746,1
3610,8558,9258,5
3611,2831,3881,1
3612,5101,3277,4
3613,9163,3626,1
3614,5030,2199,4
3615,2280,3883,4
3616,3113,6516,2
3617,7920,1713,4
3618,3121,9870,8
3619,8275,6144,3
3620,6614,2555,9
3621,4347,4596,2
3622,3996,1842,7
3623,3048,8073,0
3624,7524,8661,6
3625,6546,3154,9
3626,6129,1478,7
3627,5999,4592,6
3628,6559,8424,3
3629,6064,3035,6
3630,4896,3876,6
3631,8900,8418,5
3632,7925,4109,4
3633,3793,3400,1
3634,8412,5904,2
3635,3247,5078,5
3636,7166,3032,9
3637,2969,3881,1
3638,5320,8187,3
3639,2758,2324,4
3640,7721,4948,3
3641,3858,1603,7
3642,8194,1233,5
3643,9313,8657,6
3644,6693,6747,3
3645,2421,5080,5
3646,6689,5070,1
3647,3456,6156,1
3648,5040,6272,8
3649,9231,3267,4
3650,5991,1239,4
3651,5730,7228,2
3652,4425,8309,3
3653,7234,2913,9
3654,6830,6746,3
3655,7243,6506,4
3656,2759,2564,1
3657,3243,3401,2
3658,3259,10109,0
3659,7871,10217,5
3660,8062,3629,6
3661,2351,4721,0
3662,7791,5546,1
3663,3942,7951,0
3664,7798,8421,6
3665,3109,5079,5
3666,7587,6625,0
3667,9026,3627,2
3668,4959,1600,7
3669,6352,8305,3
3670,8677,1591,5
3671,6415,5550,2
3672,5723,4114,8
3673,3585,2562,0
3674,7313,7105,8
3675,2564,7236,3
3676,2488,4242,2
3677,1874,6519,0
3678,5446,3636,0
3679,5658,5911,0
3680,3727,4239,6
3681,6965,5548,6
3682,4409,1841,1
3683,2694,4121,8
3684,6142,6509,2
3685,5375,2797,3
3686,6483,5190,6
3687,4620,3398,1
3688,6476,2555,1
3689,7241,5548,0
3690,6612,1836,6
3691,5038,5553,5
3692,3189,9510,4
3693,6075,7587,3
3694,4840,9027,2
3695,2826,1725,0
3696,7174,6626,0
3697,7865,7582,1
3698,2423,5799,5
3699,3946,9628,7
3700,6478,3274,9
3701,7856,3749,1
3702,4490,6752,1
3703,4491,6992,2
3704,6610,1117,0
3705,8962,5663,2
3706,4567,9986,0
3707,8128,2551,9
3708,8693,8299,5
3709,7436,1115,6
3710,2149,6518,3
3711,5728,6510,0
3712,4354,7471,2
3713,8885,2429,0
3714,9238,5902,1
3715,7311,6386,4
3716,4689,3518,1
3717,7244,6985,0
3718,2352,5200,5
3719,3034,2324,1
3720,4222,9867,8
3721,6006,7228,2
3722,4345,3878,3
3723,4414,3997,8
3724,5389,8307,3
3725,2621,2325,4
3726,1946,7836,3
3727,4562,8069,2
3728,9375,5902,1
3729,8199,3389,6
3730,8126,1832,6
3731,1742,9154,4
3732,7372,2912,9
3733,2967,3162,3
3734,6276,5310,5
3735,3872,7592,2
3736,9381,8297,6
3737,5666,9025,2
3738,7233,2433,9
3739,3314,4479,1
3740,5531,10223,1
3741,8544,3748,6
3742,7515,5068,7
3743,2913,9271,1
3744,7094,1715,1
3745,3519,3640,6
3746,4493,8189,3
3747,4345,3638,0
3748,5115,9026,3
3749,2294,9632,5
3750,7107,7225,3
3751,6074,6868,2
3752,2489,4960,8
3753,6828,5788,0
3754,8614,4347,4
3755,3655,3161,7
3756,5514,3036,0
3757,8276,6863,2
3758,6129,1238,1
3759,7161,1116,6
3760,4145,6633,3
3761,8893,5783,2
3762,3527,7234,0
3763,6754,3513,2
3764,3725,3759,5
3765,8476,3868,6
3766,8404,2550,5
3767,2761,3283,3
3768,7385,8182,0
3769,4761,4835,5
3770,6551,5070,3
3771,7998,5666,1
3772,8138,6623,1
3773,3525,6275,1
3774,6835,8663,3
3775,6686,3872,0
3776,3665,6994,3
3777,4823,2080,1
3778,8274,5904,2
3779,4144,6154,6
3780,8482,6503,4
3781,7314,7584,8
3782,3938,6274,1
3783,9307,6261,2
3784,9443,5542,2
3785,7576,1834,1
3786,9513,5662,1
3787,9234,4225,3
3788,4553,4476,0
3789,3670,9389,1
3790,7512,3870,8
3791,3664,6754,2
3792,3589,4239,6
3793,6011,9384,6
3794,5246,6151,1
3795,5377,3516,4
3796,3731,5915,1
3797,9170,6262,2
3798,2977,7474,2
3799,3660,5317,5
3800,2567,8434,4
3801,6697,8424,3
3802,7990,2312,5
3803,2775,9272,3
3804,8488,9138,5
3805,4223,10107,1
3806,4423,7351,2
3807,5853,1239,4
3808,2625,4002,8
3809,4147,7112,2
3810,7922,2671,9
3811,7043,9261,0
3812,3307,1365,1
3813,6272,3634,9
3814,5239,3277,4
3815,5243,4954,5
3816,2693,3642,1
3817,6681,1956,0
3818,2976,6995,2
3819,3318,5916,5
3820,8552,7102,1
3821,7246,7704,7
3822,4341,1961,3
3823,4903,6751,1
3824,5443,2198,0
3825,5101,3037,0
3826,7251,9860,0
3827,2760,3043,0
3828,6959,2913,9
3829,9107,8777,5
3830,3863,3759,6
3831,5735,9145,2
3832,6136,4353,1
3833,8828,7101,2
3834,6550,4591,0
3835,9373,4944,2
3836,4628,6752,1
3837,2908,7355,2
3838,3526,6515,1
3839,6893,4231,8
3840,5106,5193,5
3841,5308,3636,0
3842,4154,9987,3
3843,7521,7703,3
3844,2217,6159,0
3845,6421,8185,1
3846,1465,8197,1
3847,5445,3156,0
3848,3251,6995,3
3849,7867,8541,6
3850,5456,7708,2
3851,5386,7109,3
3852,4207,3639,1
3853,5722,3874,1
3854,3397,10109,0
3855,6619,4711,4
3856,4218,7951,3
3857,3392,8192,3
3858,3181,6396,3
3859,4153,9747,7
3860,4822,1840,7
